mean_fit_time,mean_test_score,std_test_score,mean_train_score,std_train_score
0.1055717945098877,0.772133552377271,0.03046671431540318,0.9057947832419211,0.005348664300487653
0.10419015884399414,0.7717477773482798,0.031325554539334347,0.9048744418087675,0.005840845147508203
0.10885086059570312,0.771593737920371,0.031182898306110065,0.9048263590042789,0.005768101570727156
0.11383552551269531,0.771515268650947,0.031036317010225,0.9038793792993122,0.00621703373749244
0.10473113059997559,0.771515268650947,0.031036317010225,0.9038793792993122,0.00621703373749244
0.10822596549987792,0.7713219945883262,0.030926973943486383,0.9038721557190368,0.006241986824023705
0.10906686782836914,0.7710115964437573,0.030896313959128712,0.9031639191123085,0.006328271994408354
0.1047285556793213,0.7708187089292616,0.031707076627699456,0.9031012685029219,0.006479331343685427
0.10777459144592286,0.7707796675686123,0.03089898174673365,0.9032313412056181,0.0063686816956763015
0.10480728149414062,0.7705869733281794,0.03084988581353342,0.9030868997611965,0.006283741899573816
0.10953373908996582,0.7705492848859682,0.03060898366157645,0.9032072636100696,0.006350817969317016
0.09584980010986328,0.770357750289911,0.030178002554171916,0.9061249747551704,0.005594290066607151
0.11158871650695801,0.7694223038268264,0.034596563596417544,0.900995668747299,0.007564251383107547
0.10807342529296875,0.7693484731349053,0.0331938468732848,0.9018605801352326,0.007141713779728902
0.10734348297119141,0.7691509470429069,0.034849438977311166,0.9001282751019264,0.0077442949467221005
0.11092276573181152,0.7688797835330499,0.03531517727388074,0.8997139522533107,0.007816577206090296
0.1104522705078125,0.768839389253962,0.036284428268329526,0.8991479824766501,0.007876759858689329
0.10642457008361816,0.7687709702357944,0.03283370896783416,0.901863005086607,0.007202887562325108
0.11146402359008789,0.7687645921917279,0.035472168343849475,0.8997621587182552,0.007802073516706806
0.10550308227539062,0.7687622729029765,0.03665629554229934,0.899143171783314,0.00785308685559591
0.10833754539489746,0.768723811364515,0.03649369776467781,0.8990323086767656,0.007850997758380123
0.10842733383178711,0.7686499806725937,0.03365548710636681,0.9030966206794545,0.006014568042958275
0.10637845993041992,0.7681455353691534,0.035778410177237326,0.8991095301071587,0.007648390237373407
0.11911368370056152,0.7667155005798222,0.038422322116677066,0.9115181389982128,0.005531898592893444
0.12568879127502441,0.7667155005798222,0.038422322116677066,0.9115181389982128,0.005531898592893444
0.12711105346679688,0.7667155005798222,0.038422322116677066,0.9115181389982128,0.005531898592893444
0.1279961109161377,0.7655143022806339,0.03817352908025278,0.910562702124523,0.004547035204687067
0.13133978843688965,0.7655143022806339,0.03817352908025278,0.910562702124523,0.004547035204687067
0.13148999214172363,0.7653598763045999,0.0377445087938027,0.911241899636933,0.004423358296419812
0.12922797203063965,0.7653598763045999,0.0377445087938027,0.911241899636933,0.004423358296419812
0.1294957160949707,0.7651666022419791,0.03874401047272341,0.9108324478038267,0.004437463934122562
0.13448076248168944,0.7651666022419791,0.03874401047272341,0.9108324478038267,0.004437463934122562
0.13882064819335938,0.7651666022419791,0.03874401047272341,0.9108324478038267,0.004437463934122562
0.13689799308776857,0.7649739080015462,0.038367215761336684,0.910724048858065,0.004405040285413448
0.13759932518005372,0.7649739080015462,0.038367215761336684,0.910724048858065,0.004405040285413448
0.12284674644470214,0.7631648627754155,0.03700524109461034,0.9110561797291921,0.004818932222826444
0.1415924072265625,0.7363594897564746,0.024121955023720897,0.7384011288208969,0.014334956706999765
0.13306937217712403,0.7358693467336683,0.02573891061310716,0.7328780607772439,0.009268256842559476
0.13697381019592286,0.7294524545805954,0.017181687545848583,0.7257186663105246,0.010751188319088776
0.14187026023864746,0.683051024352532,0.05414448447034822,0.6659673517093977,0.07689065771502787
0.1464874267578125,0.6816432160804021,0.06228373179367612,0.6650856436122559,0.07962657500649743
0.1440196990966797,0.6812180131426363,0.0615473732846701,0.6641086234648912,0.07984209464858648
0.1464564323425293,0.6754800927715501,0.05825292965823419,0.6572202354109014,0.072540881381872
0.15672626495361328,0.6489721685349826,0.05052312164895173,0.6351126353720057,0.06263602362174735
0.16109709739685057,0.6383517587939698,0.032616285107392104,0.6328954003860136,0.05459186084263193
0.14957351684570314,0.6376950135291843,0.033424038989494594,0.6318136036394055,0.055829586316839964
0.15030980110168457,0.6225780827212988,0.05362337607362745,0.6210059572972095,0.037031993809400206
0.14842772483825684,0.622501546192501,0.0539716064189742,0.6212492486873292,0.036521665316565366
0.15024228096008302,0.606271163509857,0.039002470840576335,0.6152837476622142,0.03341894617911739
0.15319676399230958,0.6035726710475455,0.04074063631947614,0.6164107558778529,0.03542674527095188
