,datahora,nome_drs,pacientes_uti_mm7d,total_covid_uti_mm7d,ocupacao_leitos,pop,leitos_pc,internacoes_7d,internacoes_7d_l,internacoes_7v7
632,12/11/2020,DRS 03 Araraquara,42.14,122.14,34.5,991435.0,12.32,127.0,157.0,-19.11
633,12/11/2020,DRS 04 Baixada Santista,152.86,377.29,40.52,1831884.0,20.6,292.0,260.0,12.31
634,12/11/2020,DRS 05 Barretos,26.71,88.0,30.35,425090.0,20.7,51.0,57.0,-10.53
635,12/11/2020,DRS 06 Bauru,106.14,221.86,47.84,1741281.0,12.74,223.0,202.0,10.4
636,12/11/2020,DRS 07 Campinas,182.43,512.57,35.59,4562125.0,11.24,367.0,336.0,9.23
637,12/11/2020,DRS 08 Franca,28.43,101.0,28.15,696336.0,14.5,56.0,58.0,-3.45
638,12/11/2020,DRS 09 Marília,60.14,157.57,38.17,1109670.0,14.2,150.0,109.0,37.61
639,12/11/2020,DRS 10 Piracicaba,47.71,167.71,28.45,1539600.0,10.89,97.0,86.0,12.79
640,12/11/2020,DRS 11 Presidente Prudente,26.0,68.71,37.84,752260.0,9.13,86.0,79.0,8.86
641,12/11/2020,DRS 12 Registro,14.71,39.0,37.72,278754.0,13.99,42.0,34.0,23.53
642,12/11/2020,DRS 13 Ribeirão Preto,78.71,272.71,28.86,1477530.0,18.46,184.0,177.0,3.95
643,12/11/2020,DRS 14 São João da Boa Vista,31.57,111.14,28.41,809836.0,13.72,82.0,99.0,-17.17
644,12/11/2020,DRS 15 São José do Rio Preto,147.43,367.29,40.14,1570421.0,23.39,294.0,329.0,-10.64
645,12/11/2020,DRS 16 Sorocaba,108.57,213.29,50.9,2461760.0,8.66,276.0,216.0,27.78
646,12/11/2020,DRS 17 Taubaté,120.29,382.86,31.42,2489629.0,15.38,286.0,282.0,1.42
647,12/11/2020,Estado de São Paulo,3060.0,7389.43,41.41,44639899.0,16.55,6618.0,6046.0,9.46
648,13/11/2020,DRS 01 Grande São Paulo,1856.43,4056.43,45.77,21138247.0,19.19,4055.0,3403.0,19.16
649,13/11/2020,DRS 02 Araçatuba,44.57,120.57,36.97,764041.0,15.78,91.0,72.0,26.39
650,13/11/2020,DRS 03 Araraquara,40.71,123.29,33.02,991435.0,12.44,135.0,144.0,-6.25
651,13/11/2020,DRS 04 Baixada Santista,158.86,380.71,41.73,1831884.0,20.78,303.0,258.0,17.44
652,13/11/2020,DRS 05 Barretos,25.57,88.0,29.06,425090.0,20.7,47.0,51.0,-7.84
653,13/11/2020,DRS 06 Bauru,103.57,221.57,46.74,1741281.0,12.72,222.0,201.0,10.45
654,13/11/2020,DRS 07 Campinas,180.14,511.57,35.21,4562125.0,11.21,389.0,325.0,19.69
655,13/11/2020,DRS 08 Franca,27.86,101.0,27.58,696336.0,14.5,52.0,58.0,-10.34
656,13/11/2020,DRS 09 Marília,61.29,156.71,39.11,1109670.0,14.12,146.0,118.0,23.73
657,13/11/2020,DRS 10 Piracicaba,47.43,167.86,28.26,1539600.0,10.9,96.0,87.0,10.34
658,13/11/2020,DRS 11 Presidente Prudente,26.29,68.14,38.58,752260.0,9.06,88.0,78.0,12.82
659,13/11/2020,DRS 12 Registro,15.43,39.0,39.56,278754.0,13.99,40.0,40.0,0.0
660,13/11/2020,DRS 13 Ribeirão Preto,77.43,269.86,28.69,1477530.0,18.26,196.0,171.0,14.62
661,13/11/2020,DRS 14 São João da Boa Vista,30.43,111.43,27.31,809836.0,13.76,92.0,93.0,-1.08
662,13/11/2020,DRS 15 São José do Rio Preto,145.0,366.0,39.62,1570421.0,23.31,297.0,316.0,-6.01
663,13/11/2020,DRS 16 Sorocaba,109.71,213.57,51.37,2461760.0,8.68,290.0,212.0,36.79
664,13/11/2020,DRS 17 Taubaté,121.71,382.43,31.83,2489629.0,15.36,300.0,270.0,11.11
665,13/11/2020,Estado de São Paulo,3072.43,7378.14,41.64,44639899.0,16.53,6839.0,5897.0,15.97
666,14/11/2020,DRS 01 Grande São Paulo,1879.0,4059.29,46.29,21138247.0,19.2,4132.0,3415.0,21.0
667,14/11/2020,DRS 02 Araçatuba,45.14,120.57,37.44,764041.0,15.78,88.0,71.0,23.94
668,14/11/2020,DRS 03 Araraquara,40.29,123.86,32.53,991435.0,12.49,130.0,126.0,3.17
669,14/11/2020,DRS 04 Baixada Santista,162.43,382.29,42.49,1831884.0,20.87,298.0,260.0,14.62
670,14/11/2020,DRS 05 Barretos,24.57,88.0,27.92,425090.0,20.7,46.0,45.0,2.22
671,14/11/2020,DRS 06 Bauru,102.0,220.71,46.21,1741281.0,12.68,223.0,198.0,12.63
672,14/11/2020,DRS 07 Campinas,178.29,510.57,34.92,4562125.0,11.19,399.0,334.0,19.46
673,14/11/2020,DRS 08 Franca,28.0,101.0,27.72,696336.0,14.5,54.0,47.0,14.89
674,14/11/2020,DRS 09 Marília,61.43,155.86,39.41,1109670.0,14.05,145.0,124.0,16.94
675,14/11/2020,DRS 10 Piracicaba,47.29,168.29,28.1,1539600.0,10.93,102.0,90.0,13.33
676,14/11/2020,DRS 11 Presidente Prudente,25.71,67.57,38.05,752260.0,8.98,84.0,81.0,3.7
677,14/11/2020,DRS 12 Registro,16.43,39.0,42.13,278754.0,13.99,44.0,35.0,25.71
678,14/11/2020,DRS 13 Ribeirão Preto,77.14,266.86,28.91,1477530.0,18.06,205.0,165.0,24.24
679,14/11/2020,DRS 14 São João da Boa Vista,30.29,111.71,27.11,809836.0,13.79,99.0,81.0,22.22
680,14/11/2020,DRS 15 São José do Rio Preto,142.14,364.71,38.97,1570421.0,23.22,293.0,304.0,-3.62
681,14/11/2020,DRS 16 Sorocaba,108.86,214.14,50.84,2461760.0,8.7,278.0,226.0,23.01
682,14/11/2020,DRS 17 Taubaté,122.43,381.57,32.09,2489629.0,15.33,307.0,278.0,10.43
683,14/11/2020,Estado de São Paulo,3091.43,7376.0,41.91,44639899.0,16.52,6927.0,5880.0,17.81
684,15/11/2020,DRS 01 Grande São Paulo,1919.0,4051.43,47.37,21138247.0,19.17,4235.0,3438.0,23.18
685,15/11/2020,DRS 02 Araçatuba,44.71,120.57,37.08,764041.0,15.78,86.0,80.0,7.5
686,15/11/2020,DRS 03 Araraquara,39.71,124.29,31.95,991435.0,12.54,131.0,128.0,2.34
687,15/11/2020,DRS 04 Baixada Santista,166.29,383.71,43.34,1831884.0,20.95,286.0,282.0,1.42
688,15/11/2020,DRS 05 Barretos,23.14,88.0,26.3,425090.0,20.7,43.0,48.0,-10.42
689,15/11/2020,DRS 06 Bauru,100.43,219.86,45.68,1741281.0,12.63,231.0,199.0,16.08
690,15/11/2020,DRS 07 Campinas,174.0,507.43,34.29,4562125.0,11.12,418.0,333.0,25.53
691,15/11/2020,DRS 08 Franca,28.71,101.0,28.43,696336.0,14.5,57.0,50.0,14.0
692,15/11/2020,DRS 09 Marília,62.0,155.29,39.93,1109670.0,13.99,159.0,121.0,31.4
693,15/11/2020,DRS 10 Piracicaba,46.43,168.71,27.52,1539600.0,10.96,109.0,94.0,15.96
694,15/11/2020,DRS 11 Presidente Prudente,26.14,67.0,39.01,752260.0,8.91,76.0,92.0,-17.39
695,15/11/2020,DRS 12 Registro,16.71,39.0,42.85,278754.0,13.99,42.0,38.0,10.53
696,15/11/2020,DRS 13 Ribeirão Preto,77.43,264.71,29.25,1477530.0,17.92,201.0,159.0,26.42
697,15/11/2020,DRS 14 São João da Boa Vista,28.86,112.14,25.74,809836.0,13.85,94.0,76.0,23.68
698,15/11/2020,DRS 15 São José do Rio Preto,138.29,364.0,37.99,1570421.0,23.18,302.0,306.0,-1.31
699,15/11/2020,DRS 16 Sorocaba,106.86,214.86,49.73,2461760.0,8.73,271.0,241.0,12.45
700,15/11/2020,DRS 17 Taubaté,122.0,382.29,31.91,2489629.0,15.36,310.0,271.0,14.39
701,15/11/2020,Estado de São Paulo,3120.71,7364.29,42.38,44639899.0,16.5,7051.0,5956.0,18.38
702,16/11/2020,DRS 01 Grande São Paulo,1949.71,4043.14,48.22,21138247.0,19.13,4346.0,3512.0,23.75
703,16/11/2020,DRS 02 Araçatuba,44.71,120.43,37.13,764041.0,15.76,91.0,78.0,16.67
704,16/11/2020,DRS 03 Araraquara,39.43,124.14,31.76,991435.0,12.52,138.0,120.0,15.0
705,16/11/2020,DRS 04 Baixada Santista,171.57,385.0,44.56,1831884.0,21.02,291.0,274.0,6.2
706,16/11/2020,DRS 05 Barretos,22.29,88.0,25.33,425090.0,20.7,42.0,47.0,-10.64
707,16/11/2020,DRS 06 Bauru,98.71,219.0,45.07,1741281.0,12.58,237.0,209.0,13.4
708,16/11/2020,DRS 07 Campinas,170.57,504.29,33.82,4562125.0,11.05,423.0,348.0,21.55
709,16/11/2020,DRS 08 Franca,29.71,101.0,29.42,696336.0,14.5,58.0,49.0,18.37
710,16/11/2020,DRS 09 Marília,62.71,155.29,40.38,1109670.0,13.99,159.0,126.0,26.19
711,16/11/2020,DRS 10 Piracicaba,44.14,167.71,26.32,1539600.0,10.89,104.0,99.0,5.05
712,16/11/2020,DRS 11 Presidente Prudente,25.86,66.43,38.93,752260.0,8.83,81.0,90.0,-10.0
713,16/11/2020,DRS 12 Registro,17.0,39.0,43.59,278754.0,13.99,39.0,41.0,-4.88
714,16/11/2020,DRS 13 Ribeirão Preto,74.86,262.71,28.5,1477530.0,17.78,191.0,163.0,17.18
715,16/11/2020,DRS 14 São João da Boa Vista,27.57,111.43,24.74,809836.0,13.76,101.0,68.0,48.53
716,16/11/2020,DRS 15 São José do Rio Preto,134.43,363.0,37.03,1570421.0,23.11,300.0,303.0,-0.99
717,16/11/2020,DRS 16 Sorocaba,106.29,216.0,49.21,2461760.0,8.77,283.0,243.0,16.46
718,16/11/2020,DRS 17 Taubaté,122.29,381.71,32.04,2489629.0,15.33,314.0,266.0,18.05
719,16/11/2020,Estado de São Paulo,3141.86,7348.29,42.76,44639899.0,16.46,7198.0,6036.0,19.25
720,17/11/2020,DRS 01 Grande São Paulo,1985.86,4040.43,49.15,21138247.0,19.11,4465.0,3618.0,23.41
721,17/11/2020,DRS 02 Araçatuba,43.43,120.43,36.06,764041.0,15.76,87.0,78.0,11.54
722,17/11/2020,DRS 03 Araraquara,39.14,123.86,31.6,991435.0,12.49,143.0,122.0,17.21
723,17/11/2020,DRS 04 Baixada Santista,174.71,387.29,45.11,1831884.0,21.14,307.0,277.0,10.83
724,17/11/2020,DRS 05 Barretos,22.29,88.0,25.33,425090.0,20.7,39.0,49.0,-20.41
725,17/11/2020,DRS 06 Bauru,97.29,219.0,44.42,1741281.0,12.58,236.0,214.0,10.28
726,17/11/2020,DRS 07 Campinas,170.14,503.57,33.79,4562125.0,11.04,455.0,361.0,26.04
727,17/11/2020,DRS 08 Franca,30.71,101.0,30.41,696336.0,14.5,60.0,53.0,13.21
728,17/11/2020,DRS 09 Marília,61.86,155.29,39.84,1109670.0,13.99,153.0,129.0,18.6
729,17/11/2020,DRS 10 Piracicaba,42.71,168.14,25.4,1539600.0,10.92,108.0,94.0,14.89
730,17/11/2020,DRS 11 Presidente Prudente,25.43,66.0,38.53,752260.0,8.77,84.0,89.0,-5.62
731,17/11/2020,DRS 12 Registro,17.14,39.0,43.95,278754.0,13.99,31.0,47.0,-34.04
732,17/11/2020,DRS 13 Ribeirão Preto,70.57,260.86,27.05,1477530.0,17.66,183.0,181.0,1.1
733,17/11/2020,DRS 14 São João da Boa Vista,26.43,111.86,23.63,809836.0,13.81,98.0,72.0,36.11
734,17/11/2020,DRS 15 São José do Rio Preto,131.43,362.57,36.25,1570421.0,23.09,303.0,298.0,1.68
735,17/11/2020,DRS 16 Sorocaba,106.86,217.0,49.24,2461760.0,8.81,302.0,249.0,21.29
736,17/11/2020,DRS 17 Taubaté,121.57,382.29,31.8,2489629.0,15.36,319.0,271.0,17.71
737,17/11/2020,Estado de São Paulo,3167.57,7346.57,43.12,44639899.0,16.46,7373.0,6202.0,18.88
738,18/11/2020,DRS 01 Grande São Paulo,2037.86,4040.57,50.43,21138247.0,19.11,4614.0,3803.0,21.33
739,18/11/2020,DRS 02 Araçatuba,42.29,119.86,35.28,764041.0,15.69,89.0,79.0,12.66
740,18/11/2020,DRS 03 Araraquara,39.0,123.71,31.53,991435.0,12.48,135.0,133.0,1.5
741,18/11/2020,DRS 04 Baixada Santista,180.0,389.0,46.27,1831884.0,21.23,339.0,274.0,23.72
742,18/11/2020,DRS 05 Barretos,21.14,88.29,23.94,425090.0,20.77,29.0,50.0,-42.0
743,18/11/2020,DRS 06 Bauru,95.86,219.14,43.74,1741281.0,12.58,246.0,220.0,11.82
744,18/11/2020,DRS 07 Campinas,171.57,506.29,33.89,4562125.0,11.1,460.0,353.0,30.31
745,18/11/2020,DRS 08 Franca,31.29,101.0,30.98,696336.0,14.5,56.0,55.0,1.82
746,18/11/2020,DRS 09 Marília,62.71,155.29,40.38,1109670.0,13.99,159.0,139.0,14.39
747,18/11/2020,DRS 10 Piracicaba,42.0,170.0,24.71,1539600.0,11.04,108.0,105.0,2.86
748,18/11/2020,DRS 11 Presidente Prudente,25.43,66.0,38.53,752260.0,8.77,85.0,89.0,-4.49
749,18/11/2020,DRS 12 Registro,17.0,39.0,43.59,278754.0,13.99,36.0,43.0,-16.28
750,18/11/2020,DRS 13 Ribeirão Preto,70.14,250.29,28.02,1477530.0,16.94,185.0,181.0,2.21
751,18/11/2020,DRS 14 São João da Boa Vista,26.43,112.29,23.54,809836.0,13.87,89.0,84.0,5.95
752,18/11/2020,DRS 15 São José do Rio Preto,126.71,362.14,34.99,1570421.0,23.06,293.0,308.0,-4.87
753,18/11/2020,DRS 16 Sorocaba,108.29,217.29,49.84,2461760.0,8.83,315.0,265.0,18.87
754,18/11/2020,DRS 17 Taubaté,122.14,382.43,31.94,2489629.0,15.36,308.0,290.0,6.21
755,18/11/2020,Estado de São Paulo,3219.86,7342.57,43.85,44639899.0,16.45,7546.0,6471.0,16.61
756,19/11/2020,DRS 01 Grande São Paulo,2092.14,4036.57,51.83,21138247.0,19.1,4743.0,3925.0,20.84
757,19/11/2020,DRS 02 Araçatuba,42.29,119.29,35.45,764041.0,15.61,95.0,80.0,18.75
758,19/11/2020,DRS 03 Araraquara,39.43,123.29,31.98,991435.0,12.44,148.0,127.0,16.54
759,19/11/2020,DRS 04 Baixada Santista,183.0,389.29,47.01,1831884.0,21.25,339.0,292.0,16.1
760,19/11/2020,DRS 05 Barretos,19.43,88.57,21.94,425090.0,20.84,29.0,51.0,-43.14
761,19/11/2020,DRS 06 Bauru,94.57,218.29,43.32,1741281.0,12.54,248.0,223.0,11.21
762,19/11/2020,DRS 07 Campinas,175.57,506.57,34.66,4562125.0,11.1,484.0,367.0,31.88
763,19/11/2020,DRS 08 Franca,31.86,101.0,31.54,696336.0,14.5,59.0,56.0,5.36
764,19/11/2020,DRS 09 Marília,62.57,155.29,40.29,1109670.0,13.99,164.0,150.0,9.33
765,19/11/2020,DRS 10 Piracicaba,42.0,168.86,24.87,1539600.0,10.97,121.0,97.0,24.74
766,19/11/2020,DRS 11 Presidente Prudente,25.14,65.86,38.17,752260.0,8.75,87.0,86.0,1.16
767,19/11/2020,DRS 12 Registro,17.29,39.0,44.33,278754.0,13.99,38.0,42.0,-9.52
768,19/11/2020,DRS 13 Ribeirão Preto,68.86,239.57,28.74,1477530.0,16.21,181.0,184.0,-1.63
769,19/11/2020,DRS 14 São João da Boa Vista,27.0,112.71,23.96,809836.0,13.92,84.0,82.0,2.44
770,19/11/2020,DRS 15 São José do Rio Preto,124.86,362.0,34.49,1570421.0,23.05,296.0,294.0,0.68
771,19/11/2020,DRS 16 Sorocaba,108.86,217.86,49.97,2461760.0,8.85,320.0,276.0,15.94
772,19/11/2020,DRS 17 Taubaté,124.43,383.43,32.45,2489629.0,15.4,324.0,286.0,13.29
773,19/11/2020,Estado de São Paulo,3279.29,7327.43,44.75,44639899.0,16.41,7760.0,6618.0,17.26
774,20/11/2020,DRS 01 Grande São Paulo,2147.57,4038.0,53.18,21138247.0,19.1,4863.0,4055.0,19.93
775,20/11/2020,DRS 02 Araçatuba,41.57,118.43,35.1,764041.0,15.5,89.0,91.0,-2.2
776,20/11/2020,DRS 03 Araraquara,39.71,122.71,32.36,991435.0,12.38,147.0,135.0,8.89
777,20/11/2020,DRS 04 Baixada Santista,185.0,389.43,47.51,1831884.0,21.26,365.0,303.0,20.46
778,20/11/2020,DRS 05 Barretos,18.57,88.86,20.9,425090.0,20.9,30.0,47.0,-36.17
779,20/11/2020,DRS 06 Bauru,96.29,217.57,44.26,1741281.0,12.49,254.0,222.0,14.41
780,20/11/2020,DRS 07 Campinas,181.0,509.57,35.52,4562125.0,11.17,510.0,389.0,31.11
781,20/11/2020,DRS 08 Franca,32.57,100.86,32.29,696336.0,14.48,57.0,52.0,9.62
782,20/11/2020,DRS 09 Marília,62.0,155.29,39.93,1109670.0,13.99,169.0,146.0,15.75
783,20/11/2020,DRS 10 Piracicaba,42.86,169.0,25.36,1539600.0,10.98,128.0,96.0,33.33
784,20/11/2020,DRS 11 Presidente Prudente,25.29,66.0,38.32,752260.0,8.77,85.0,88.0,-3.41
785,20/11/2020,DRS 12 Registro,17.0,39.0,43.59,278754.0,13.99,41.0,40.0,2.5
786,20/11/2020,DRS 13 Ribeirão Preto,68.43,230.14,29.73,1477530.0,15.58,186.0,196.0,-5.1
787,20/11/2020,DRS 14 São João da Boa Vista,27.57,112.86,24.43,809836.0,13.94,78.0,92.0,-15.22
788,20/11/2020,DRS 15 São José do Rio Preto,122.86,362.29,33.91,1570421.0,23.07,308.0,297.0,3.7
789,20/11/2020,DRS 16 Sorocaba,109.14,218.86,49.87,2461760.0,8.89,336.0,290.0,15.86
790,20/11/2020,DRS 17 Taubaté,128.29,385.71,33.26,2489629.0,15.49,324.0,300.0,8.0
791,20/11/2020,Estado de São Paulo,3345.71,7324.57,45.68,44639899.0,16.41,7970.0,6839.0,16.54
792,21/11/2020,DRS 01 Grande São Paulo,2194.29,4044.86,54.25,21138247.0,19.14,4888.0,4132.0,18.3
793,21/11/2020,DRS 02 Araçatuba,40.14,117.43,34.18,764041.0,15.37,97.0,88.0,10.23
794,21/11/2020,DRS 03 Araraquara,40.14,122.29,32.82,991435.0,12.33,156.0,130.0,20.0
795,21/11/2020,DRS 04 Baixada Santista,190.29,389.86,48.81,1831884.0,21.28,380.0,298.0,27.52
796,21/11/2020,DRS 05 Barretos,18.43,89.14,20.68,425090.0,20.97,32.0,46.0,-30.43
797,21/11/2020,DRS 06 Bauru,96.71,217.29,44.51,1741281.0,12.48,245.0,223.0,9.87
798,21/11/2020,DRS 07 Campinas,187.57,512.29,36.61,4562125.0,11.23,547.0,399.0,37.09
799,21/11/2020,DRS 08 Franca,32.43,100.14,32.38,696336.0,14.38,62.0,54.0,14.81
800,21/11/2020,DRS 09 Marília,61.43,155.0,39.63,1109670.0,13.97,167.0,145.0,15.17
801,21/11/2020,DRS 10 Piracicaba,44.57,170.14,26.2,1539600.0,11.05,124.0,102.0,21.57
802,21/11/2020,DRS 11 Presidente Prudente,26.0,66.0,39.39,752260.0,8.77,94.0,84.0,11.9
803,21/11/2020,DRS 12 Registro,16.29,39.0,41.77,278754.0,13.99,39.0,44.0,-11.36
804,21/11/2020,DRS 13 Ribeirão Preto,68.71,221.43,31.03,1477530.0,14.99,179.0,205.0,-12.68
805,21/11/2020,DRS 14 São João da Boa Vista,27.57,113.0,24.4,809836.0,13.95,72.0,99.0,-27.27
806,21/11/2020,DRS 15 São José do Rio Preto,120.57,363.29,33.19,1570421.0,23.13,331.0,293.0,12.97
807,21/11/2020,DRS 16 Sorocaba,111.29,219.71,50.65,2461760.0,8.92,359.0,278.0,29.14
808,21/11/2020,DRS 17 Taubaté,133.43,387.0,34.48,2489629.0,15.54,322.0,307.0,4.89
809,21/11/2020,Estado de São Paulo,3409.86,7327.86,46.53,44639899.0,16.42,8094.0,6927.0,16.85
810,22/11/2020,DRS 01 Grande São Paulo,2246.86,4065.71,55.26,21138247.0,19.23,4964.0,4235.0,17.21
811,22/11/2020,DRS 02 Araçatuba,40.0,116.14,34.44,764041.0,15.2,89.0,86.0,3.49
812,22/11/2020,DRS 03 Araraquara,40.14,121.71,32.98,991435.0,12.28,154.0,131.0,17.56
813,22/11/2020,DRS 04 Baixada Santista,197.57,390.71,50.57,1831884.0,21.33,399.0,286.0,39.51
814,22/11/2020,DRS 05 Barretos,18.14,89.43,20.28,425090.0,21.04,30.0,43.0,-30.23
815,22/11/2020,DRS 06 Bauru,98.0,215.43,45.49,1741281.0,12.37,249.0,231.0,7.79
816,22/11/2020,DRS 07 Campinas,196.86,516.71,38.1,4562125.0,11.33,550.0,418.0,31.58
817,22/11/2020,DRS 08 Franca,32.43,99.43,32.62,696336.0,14.28,62.0,57.0,8.77
818,22/11/2020,DRS 09 Marília,61.57,154.71,39.8,1109670.0,13.94,174.0,159.0,9.43
819,22/11/2020,DRS 10 Piracicaba,46.71,169.0,27.64,1539600.0,10.98,122.0,109.0,11.93
820,22/11/2020,DRS 11 Presidente Prudente,26.0,66.0,39.39,752260.0,8.77,97.0,76.0,27.63
821,22/11/2020,DRS 12 Registro,16.71,39.0,42.85,278754.0,13.99,44.0,42.0,4.76
822,22/11/2020,DRS 13 Ribeirão Preto,67.71,212.86,31.81,1477530.0,14.41,184.0,201.0,-8.46
823,22/11/2020,DRS 14 São João da Boa Vista,27.86,113.14,24.62,809836.0,13.97,80.0,94.0,-14.89
824,22/11/2020,DRS 15 São José do Rio Preto,122.0,363.29,33.58,1570421.0,23.13,342.0,302.0,13.25
825,22/11/2020,DRS 16 Sorocaba,116.57,220.29,52.92,2461760.0,8.95,367.0,271.0,35.42
826,22/11/2020,DRS 17 Taubaté,139.43,387.86,35.95,2489629.0,15.58,327.0,310.0,5.48
827,22/11/2020,Estado de São Paulo,3494.57,7341.43,47.6,44639899.0,16.45,8234.0,7051.0,16.78
828,23/11/2020,DRS 01 Grande São Paulo,2286.14,4078.0,56.06,21138247.0,19.29,4949.0,4346.0,13.87
829,23/11/2020,DRS 02 Araçatuba,39.43,114.29,34.5,764041.0,14.96,87.0,91.0,-4.4
830,23/11/2020,DRS 03 Araraquara,40.43,121.86,33.18,991435.0,12.29,149.0,138.0,7.97
831,23/11/2020,DRS 04 Baixada Santista,205.43,391.71,52.44,1831884.0,21.38,409.0,291.0,40.55
832,23/11/2020,DRS 05 Barretos,18.14,89.71,20.22,425090.0,21.1,30.0,42.0,-28.57
833,23/11/2020,DRS 06 Bauru,99.29,213.57,46.49,1741281.0,12.27,253.0,237.0,6.75
834,23/11/2020,DRS 07 Campinas,206.71,524.86,39.38,4562125.0,11.5,565.0,423.0,33.57
835,23/11/2020,DRS 08 Franca,32.71,98.86,33.09,696336.0,14.2,65.0,58.0,12.07
836,23/11/2020,DRS 09 Marília,62.0,155.29,39.93,1109670.0,13.99,176.0,159.0,10.69
837,23/11/2020,DRS 10 Piracicaba,49.57,169.29,29.28,1539600.0,11.0,127.0,104.0,22.12
838,23/11/2020,DRS 11 Presidente Prudente,26.29,66.0,39.83,752260.0,8.77,99.0,81.0,22.22
839,23/11/2020,DRS 12 Registro,17.14,39.0,43.95,278754.0,13.99,43.0,39.0,10.26
840,23/11/2020,DRS 13 Ribeirão Preto,68.86,204.14,33.73,1477530.0,13.82,185.0,191.0,-3.14
841,23/11/2020,DRS 14 São João da Boa Vista,27.43,112.86,24.3,809836.0,13.94,80.0,101.0,-20.79
842,23/11/2020,DRS 15 São José do Rio Preto,125.57,364.29,34.47,1570421.0,23.2,339.0,300.0,13.0
843,23/11/2020,DRS 16 Sorocaba,120.57,222.0,54.31,2461760.0,9.02,372.0,283.0,31.45
844,23/11/2020,DRS 17 Taubaté,144.0,390.43,36.88,2489629.0,15.68,338.0,314.0,7.64
845,23/11/2020,Estado de São Paulo,3569.71,7356.14,48.53,44639899.0,16.48,8266.0,7198.0,14.84
846,24/11/2020,DRS 01 Grande São Paulo,2331.0,4107.86,56.74,21138247.0,19.43,4928.0,4465.0,10.37
847,24/11/2020,DRS 02 Araçatuba,39.71,113.71,34.92,764041.0,14.88,96.0,87.0,10.34
848,24/11/2020,DRS 03 Araraquara,40.43,121.57,33.26,991435.0,12.26,152.0,143.0,6.29
849,24/11/2020,DRS 04 Baixada Santista,213.43,394.29,54.13,1831884.0,21.52,415.0,307.0,35.18
850,24/11/2020,DRS 05 Barretos,17.29,90.0,19.21,425090.0,21.17,30.0,39.0,-23.08
851,24/11/2020,DRS 06 Bauru,101.57,211.14,48.11,1741281.0,12.13,261.0,236.0,10.59
852,24/11/2020,DRS 07 Campinas,212.43,528.57,40.19,4562125.0,11.59,570.0,455.0,25.27
853,24/11/2020,DRS 08 Franca,32.43,98.29,32.99,696336.0,14.12,63.0,60.0,5.0
854,24/11/2020,DRS 09 Marília,64.43,154.86,41.61,1109670.0,13.96,193.0,153.0,26.14
855,24/11/2020,DRS 10 Piracicaba,51.43,170.57,30.15,1539600.0,11.08,127.0,108.0,17.59
856,24/11/2020,DRS 11 Presidente Prudente,26.57,66.0,40.26,752260.0,8.77,95.0,84.0,13.1
857,24/11/2020,DRS 12 Registro,17.57,39.0,45.05,278754.0,13.99,52.0,31.0,67.74
858,24/11/2020,DRS 13 Ribeirão Preto,71.86,195.43,36.77,1477530.0,13.23,188.0,183.0,2.73
859,24/11/2020,DRS 14 São João da Boa Vista,27.86,112.86,24.69,809836.0,13.94,80.0,98.0,-18.37
860,24/11/2020,DRS 15 São José do Rio Preto,128.57,364.71,35.25,1570421.0,23.22,358.0,303.0,18.15
861,24/11/2020,DRS 16 Sorocaba,123.86,223.0,55.54,2461760.0,9.06,371.0,302.0,22.85
862,24/11/2020,DRS 17 Taubaté,148.29,391.71,37.86,2489629.0,15.73,341.0,319.0,6.9
863,24/11/2020,Estado de São Paulo,3648.71,7383.57,49.42,44639899.0,16.54,8320.0,7373.0,12.84
864,25/11/2020,DRS 01 Grande São Paulo,2371.71,4143.43,57.24,21138247.0,19.6,4939.0,4614.0,7.04
865,25/11/2020,DRS 02 Araçatuba,39.57,113.86,34.75,764041.0,14.9,96.0,89.0,7.87
866,25/11/2020,DRS 03 Araraquara,39.86,121.29,32.86,991435.0,12.23,164.0,135.0,21.48
867,25/11/2020,DRS 04 Baixada Santista,216.43,395.0,54.79,1831884.0,21.56,404.0,339.0,19.17
868,25/11/2020,DRS 05 Barretos,17.57,90.0,19.52,425090.0,21.17,36.0,29.0,24.14
869,25/11/2020,DRS 06 Bauru,104.86,209.71,50.0,1741281.0,12.04,286.0,246.0,16.26
870,25/11/2020,DRS 07 Campinas,216.86,531.29,40.82,4562125.0,11.65,601.0,460.0,30.65
871,25/11/2020,DRS 08 Franca,32.0,97.71,32.75,696336.0,14.03,60.0,56.0,7.14
872,25/11/2020,DRS 09 Marília,64.29,154.57,41.59,1109670.0,13.93,191.0,159.0,20.13
873,25/11/2020,DRS 10 Piracicaba,54.0,171.0,31.58,1539600.0,11.11,129.0,108.0,19.44
874,25/11/2020,DRS 11 Presidente Prudente,27.14,66.0,41.12,752260.0,8.77,110.0,85.0,29.41
875,25/11/2020,DRS 12 Registro,18.14,39.0,46.51,278754.0,13.99,52.0,36.0,44.44
876,25/11/2020,DRS 13 Ribeirão Preto,70.86,194.43,36.44,1477530.0,13.16,179.0,185.0,-3.24
877,25/11/2020,DRS 14 São João da Boa Vista,28.0,112.86,24.81,809836.0,13.94,81.0,89.0,-8.99
878,25/11/2020,DRS 15 São José do Rio Preto,134.14,365.86,36.66,1570421.0,23.3,366.0,293.0,24.91
879,25/11/2020,DRS 16 Sorocaba,127.57,223.86,56.99,2461760.0,9.09,380.0,315.0,20.63
880,25/11/2020,DRS 17 Taubaté,151.14,393.0,38.46,2489629.0,15.79,368.0,308.0,19.48
