,datahora,nome_drs,pacientes_uti_mm7d,total_covid_uti_mm7d,ocupacao_leitos,pop,leitos_pc,internacoes_7d,internacoes_7d_l,internacoes_7v7
1295,18/12/2020,Estado de São Paulo,4783.29,7716.86,61.98,44639899.0,17.29,9919.0,9844.0,0.76
1296,19/12/2020,DRS 01 Grande São Paulo,2913.57,4326.86,67.34,21138247.0,20.47,5517.0,5676.0,-2.8
1297,19/12/2020,DRS 02 Araçatuba,48.0,113.57,42.26,764041.0,14.86,118.0,124.0,-4.84
1298,19/12/2020,DRS 03 Araraquara,42.0,120.0,35.0,991435.0,12.1,182.0,188.0,-3.19
1299,19/12/2020,DRS 04 Baixada Santista,230.57,411.29,56.06,1831884.0,22.45,311.0,385.0,-19.22
1300,19/12/2020,DRS 05 Barretos,29.71,92.43,32.14,425090.0,21.74,62.0,50.0,24.0
1301,19/12/2020,DRS 06 Bauru,123.29,209.71,58.79,1741281.0,12.04,268.0,306.0,-12.42
1302,19/12/2020,DRS 07 Campinas,398.86,603.14,66.13,4562125.0,13.22,784.0,763.0,2.75
1303,19/12/2020,DRS 08 Franca,29.0,78.57,36.91,696336.0,11.28,56.0,45.0,24.44
1304,19/12/2020,DRS 09 Marília,92.29,155.86,59.21,1109670.0,14.05,258.0,226.0,14.16
1305,19/12/2020,DRS 10 Piracicaba,85.43,192.86,44.3,1539600.0,12.53,209.0,188.0,11.17
1306,19/12/2020,DRS 11 Presidente Prudente,64.57,78.57,82.18,752260.0,10.44,197.0,201.0,-1.99
1307,19/12/2020,DRS 12 Registro,34.29,49.0,69.98,278754.0,17.58,65.0,62.0,4.84
1308,19/12/2020,DRS 13 Ribeirão Preto,73.0,164.71,44.32,1477530.0,11.15,238.0,210.0,13.33
1309,19/12/2020,DRS 14 São João da Boa Vista,39.43,107.86,36.56,809836.0,13.32,147.0,119.0,23.53
1310,19/12/2020,DRS 15 São José do Rio Preto,206.86,373.86,55.33,1570421.0,23.81,446.0,429.0,3.96
1311,19/12/2020,DRS 16 Sorocaba,170.29,240.29,70.87,2461760.0,9.76,409.0,421.0,-2.85
1312,19/12/2020,DRS 17 Taubaté,211.0,407.14,51.82,2489629.0,16.35,598.0,524.0,14.12
1313,19/12/2020,Estado de São Paulo,4792.14,7725.71,62.03,44639899.0,17.31,9865.0,9917.0,-0.52
1314,20/12/2020,DRS 01 Grande São Paulo,2903.86,4338.29,66.94,21138247.0,20.52,5459.0,5625.0,-2.95
1315,20/12/2020,DRS 02 Araçatuba,49.57,114.0,43.48,764041.0,14.92,125.0,121.0,3.31
1316,20/12/2020,DRS 03 Araraquara,41.86,120.14,34.84,991435.0,12.12,180.0,197.0,-8.63
1317,20/12/2020,DRS 04 Baixada Santista,228.57,407.14,56.14,1831884.0,22.23,303.0,381.0,-20.47
1318,20/12/2020,DRS 05 Barretos,31.29,92.43,33.85,425090.0,21.74,65.0,54.0,20.37
1319,20/12/2020,DRS 06 Bauru,124.29,209.43,59.35,1741281.0,12.03,279.0,295.0,-5.42
1320,20/12/2020,DRS 07 Campinas,402.14,609.71,65.96,4562125.0,13.36,786.0,761.0,3.29
1321,20/12/2020,DRS 08 Franca,28.0,78.43,35.7,696336.0,11.26,59.0,41.0,43.9
1322,20/12/2020,DRS 09 Marília,93.57,156.14,59.93,1109670.0,14.07,257.0,223.0,15.25
1323,20/12/2020,DRS 10 Piracicaba,86.71,194.43,44.6,1539600.0,12.63,201.0,193.0,4.15
1324,20/12/2020,DRS 11 Presidente Prudente,66.0,80.43,82.06,752260.0,10.69,195.0,203.0,-3.94
1325,20/12/2020,DRS 12 Registro,34.29,49.14,69.78,278754.0,17.63,57.0,66.0,-13.64
1326,20/12/2020,DRS 13 Ribeirão Preto,74.86,165.14,45.33,1477530.0,11.18,244.0,214.0,14.02
1327,20/12/2020,DRS 14 São João da Boa Vista,40.29,108.29,37.21,809836.0,13.37,158.0,122.0,29.51
1328,20/12/2020,DRS 15 São José do Rio Preto,206.86,372.57,55.52,1570421.0,23.72,459.0,419.0,9.55
1329,20/12/2020,DRS 16 Sorocaba,170.57,239.0,71.37,2461760.0,9.71,388.0,423.0,-8.27
1330,20/12/2020,DRS 17 Taubaté,212.43,409.14,51.92,2489629.0,16.43,586.0,541.0,8.32
1331,20/12/2020,Estado de São Paulo,4795.14,7743.86,61.92,44639899.0,17.35,9801.0,9879.0,-0.79
1332,21/12/2020,DRS 01 Grande São Paulo,2907.14,4340.71,66.97,21138247.0,20.53,5534.0,5670.0,-2.4
1333,21/12/2020,DRS 02 Araçatuba,50.0,114.14,43.81,764041.0,14.94,130.0,120.0,8.33
1334,21/12/2020,DRS 03 Araraquara,41.71,120.14,34.72,991435.0,12.12,191.0,185.0,3.24
1335,21/12/2020,DRS 04 Baixada Santista,226.71,408.14,55.55,1831884.0,22.28,319.0,370.0,-13.78
1336,21/12/2020,DRS 05 Barretos,32.71,92.57,35.34,425090.0,21.78,68.0,53.0,28.3
1337,21/12/2020,DRS 06 Bauru,124.71,209.14,59.63,1741281.0,12.01,273.0,286.0,-4.55
1338,21/12/2020,DRS 07 Campinas,404.29,616.43,65.59,4562125.0,13.51,770.0,768.0,0.26
1339,21/12/2020,DRS 08 Franca,27.14,78.71,34.48,696336.0,11.3,56.0,40.0,40.0
1340,21/12/2020,DRS 09 Marília,96.43,156.43,61.64,1109670.0,14.1,252.0,231.0,9.09
1341,21/12/2020,DRS 10 Piracicaba,87.57,195.29,44.84,1539600.0,12.68,198.0,197.0,0.51
1342,21/12/2020,DRS 11 Presidente Prudente,68.43,82.29,83.16,752260.0,10.94,202.0,206.0,-1.94
1343,21/12/2020,DRS 12 Registro,34.14,49.14,69.47,278754.0,17.63,47.0,65.0,-27.69
1344,21/12/2020,DRS 13 Ribeirão Preto,76.57,165.0,46.41,1477530.0,11.17,255.0,211.0,20.85
1345,21/12/2020,DRS 14 São João da Boa Vista,39.71,107.86,36.82,809836.0,13.32,163.0,122.0,33.61
1346,21/12/2020,DRS 15 São José do Rio Preto,206.14,372.57,55.33,1570421.0,23.72,476.0,392.0,21.43
1347,21/12/2020,DRS 16 Sorocaba,169.86,239.14,71.03,2461760.0,9.71,367.0,430.0,-14.65
1348,21/12/2020,DRS 17 Taubaté,215.71,411.14,52.47,2489629.0,16.51,561.0,562.0,-0.18
1349,21/12/2020,Estado de São Paulo,4809.0,7758.86,61.98,44639899.0,17.38,9862.0,9908.0,-0.46
1350,22/12/2020,DRS 01 Grande São Paulo,2904.29,4334.43,67.01,21138247.0,20.51,5577.0,5721.0,-2.52
1351,22/12/2020,DRS 02 Araçatuba,50.71,114.43,44.32,764041.0,14.98,135.0,120.0,12.5
1352,22/12/2020,DRS 03 Araraquara,41.57,120.14,34.6,991435.0,12.12,194.0,184.0,5.43
1353,22/12/2020,DRS 04 Baixada Santista,226.14,407.57,55.48,1831884.0,22.25,331.0,355.0,-6.76
1354,22/12/2020,DRS 05 Barretos,33.0,92.71,35.59,425090.0,21.81,63.0,58.0,8.62
1355,22/12/2020,DRS 06 Bauru,125.57,209.29,60.0,1741281.0,12.02,272.0,290.0,-6.21
1356,22/12/2020,DRS 07 Campinas,406.57,626.29,64.92,4562125.0,13.73,778.0,786.0,-1.02
1357,22/12/2020,DRS 08 Franca,26.29,78.86,33.34,696336.0,11.32,58.0,40.0,45.0
1358,22/12/2020,DRS 09 Marília,98.29,156.71,62.72,1109670.0,14.12,249.0,247.0,0.81
1359,22/12/2020,DRS 10 Piracicaba,88.43,195.86,45.15,1539600.0,12.72,208.0,198.0,5.05
1360,22/12/2020,DRS 11 Presidente Prudente,71.43,83.71,85.33,752260.0,11.13,200.0,188.0,6.38
1361,22/12/2020,DRS 12 Registro,33.86,49.14,68.91,278754.0,17.63,51.0,61.0,-16.39
1362,22/12/2020,DRS 13 Ribeirão Preto,76.71,163.71,46.86,1477530.0,11.08,247.0,226.0,9.29
1363,22/12/2020,DRS 14 São João da Boa Vista,40.71,108.0,37.69,809836.0,13.34,168.0,128.0,31.25
1364,22/12/2020,DRS 15 São José do Rio Preto,204.71,372.29,54.99,1570421.0,23.71,455.0,408.0,11.52
1365,22/12/2020,DRS 16 Sorocaba,170.0,239.14,71.09,2461760.0,9.71,369.0,422.0,-12.56
1366,22/12/2020,DRS 17 Taubaté,215.86,411.0,52.52,2489629.0,16.51,542.0,580.0,-6.55
1367,22/12/2020,Estado de São Paulo,4814.14,7763.29,62.01,44639899.0,17.39,9897.0,10012.0,-1.15
1368,23/12/2020,DRS 01 Grande São Paulo,2894.86,4335.71,66.77,21138247.0,20.51,5583.0,5655.0,-1.27
1369,23/12/2020,DRS 02 Araçatuba,51.14,114.43,44.69,764041.0,14.98,138.0,117.0,17.95
1370,23/12/2020,DRS 03 Araraquara,41.71,120.29,34.67,991435.0,12.13,195.0,183.0,6.56
1371,23/12/2020,DRS 04 Baixada Santista,224.71,405.43,55.43,1831884.0,22.13,320.0,356.0,-10.11
1372,23/12/2020,DRS 05 Barretos,33.86,92.86,36.46,425090.0,21.84,71.0,56.0,26.79
1373,23/12/2020,DRS 06 Bauru,125.29,209.14,59.91,1741281.0,12.01,273.0,277.0,-1.44
1374,23/12/2020,DRS 07 Campinas,410.57,634.57,64.7,4562125.0,13.91,787.0,799.0,-1.5
1375,23/12/2020,DRS 08 Franca,25.71,78.86,32.6,696336.0,11.32,53.0,43.0,23.26
1376,23/12/2020,DRS 09 Marília,99.29,157.29,63.13,1109670.0,14.17,241.0,251.0,-3.98
1377,23/12/2020,DRS 10 Piracicaba,86.57,195.71,44.23,1539600.0,12.71,203.0,204.0,-0.49
1378,23/12/2020,DRS 11 Presidente Prudente,73.57,85.14,86.41,752260.0,11.32,199.0,194.0,2.58
1379,23/12/2020,DRS 12 Registro,33.0,49.14,67.16,278754.0,17.63,51.0,61.0,-16.39
1380,23/12/2020,DRS 13 Ribeirão Preto,79.14,162.57,48.68,1477530.0,11.0,247.0,241.0,2.49
1381,23/12/2020,DRS 14 São João da Boa Vista,40.43,108.43,37.29,809836.0,13.39,168.0,126.0,33.33
1382,23/12/2020,DRS 15 São José do Rio Preto,204.14,372.29,54.83,1570421.0,23.71,455.0,435.0,4.6
1383,23/12/2020,DRS 16 Sorocaba,171.29,239.86,71.41,2461760.0,9.74,374.0,419.0,-10.74
1384,23/12/2020,DRS 17 Taubaté,213.71,410.57,52.05,2489629.0,16.49,539.0,614.0,-12.21
1385,23/12/2020,Estado de São Paulo,4809.0,7772.29,61.87,44639899.0,17.41,9897.0,10031.0,-1.34
1386,24/12/2020,DRS 01 Grande São Paulo,2882.86,4336.71,66.48,21138247.0,20.52,5506.0,5621.0,-2.05
1387,24/12/2020,DRS 02 Araçatuba,52.86,114.86,46.02,764041.0,15.03,147.0,102.0,44.12
1388,24/12/2020,DRS 03 Araraquara,42.14,120.0,35.12,991435.0,12.1,192.0,187.0,2.67
1389,24/12/2020,DRS 04 Baixada Santista,224.43,406.57,55.2,1831884.0,22.19,316.0,327.0,-3.36
1390,24/12/2020,DRS 05 Barretos,34.14,93.0,36.71,425090.0,21.88,63.0,66.0,-4.55
1391,24/12/2020,DRS 06 Bauru,125.71,208.86,60.19,1741281.0,11.99,272.0,282.0,-3.55
1392,24/12/2020,DRS 07 Campinas,414.0,640.57,64.63,4562125.0,14.04,781.0,788.0,-0.89
1393,24/12/2020,DRS 08 Franca,25.43,78.86,32.25,696336.0,11.32,51.0,48.0,6.25
1394,24/12/2020,DRS 09 Marília,100.57,157.29,63.94,1109670.0,14.17,238.0,256.0,-7.03
1395,24/12/2020,DRS 10 Piracicaba,85.0,194.43,43.72,1539600.0,12.63,214.0,206.0,3.88
1396,24/12/2020,DRS 11 Presidente Prudente,74.86,86.43,86.61,752260.0,11.49,177.0,205.0,-13.66
1397,24/12/2020,DRS 12 Registro,32.86,49.14,66.87,278754.0,17.63,48.0,59.0,-18.64
1398,24/12/2020,DRS 13 Ribeirão Preto,79.29,160.71,49.34,1477530.0,10.88,246.0,246.0,0.0
1399,24/12/2020,DRS 14 São João da Boa Vista,40.86,108.86,37.53,809836.0,13.44,134.0,167.0,-19.76
1400,24/12/2020,DRS 15 São José do Rio Preto,202.86,372.29,54.49,1570421.0,23.71,441.0,450.0,-2.0
1401,24/12/2020,DRS 16 Sorocaba,170.57,240.86,70.82,2461760.0,9.78,388.0,408.0,-4.9
1402,24/12/2020,DRS 17 Taubaté,211.71,410.57,51.56,2489629.0,16.49,547.0,596.0,-8.22
1403,24/12/2020,Estado de São Paulo,4800.14,7780.0,61.7,44639899.0,17.43,9761.0,10014.0,-2.53
1404,25/12/2020,DRS 01 Grande São Paulo,2868.29,4341.71,66.06,21138247.0,20.54,5362.0,5578.0,-3.87
1405,25/12/2020,DRS 02 Araçatuba,54.43,115.29,47.21,764041.0,15.09,139.0,112.0,24.11
1406,25/12/2020,DRS 03 Araraquara,42.0,120.29,34.92,991435.0,12.13,181.0,187.0,-3.21
1407,25/12/2020,DRS 04 Baixada Santista,219.57,405.43,54.16,1831884.0,22.13,310.0,315.0,-1.59
1408,25/12/2020,DRS 05 Barretos,34.57,93.0,37.17,425090.0,21.88,69.0,64.0,7.81
1409,25/12/2020,DRS 06 Bauru,126.14,208.57,60.48,1741281.0,11.98,286.0,278.0,2.88
1410,25/12/2020,DRS 07 Campinas,415.57,643.71,64.56,4562125.0,14.11,780.0,772.0,1.04
1411,25/12/2020,DRS 08 Franca,25.29,78.86,32.07,696336.0,11.32,48.0,52.0,-7.69
1412,25/12/2020,DRS 09 Marília,102.57,157.14,65.27,1109670.0,14.16,256.0,244.0,4.92
1413,25/12/2020,DRS 10 Piracicaba,85.43,193.0,44.26,1539600.0,12.54,218.0,215.0,1.4
1414,25/12/2020,DRS 11 Presidente Prudente,74.57,86.71,86.0,752260.0,11.53,186.0,199.0,-6.53
1415,25/12/2020,DRS 12 Registro,32.43,49.14,66.0,278754.0,17.63,50.0,58.0,-13.79
1416,25/12/2020,DRS 13 Ribeirão Preto,79.43,159.14,49.91,1477530.0,10.77,246.0,227.0,8.37
1417,25/12/2020,DRS 14 São João da Boa Vista,42.43,109.0,38.93,809836.0,13.46,126.0,147.0,-14.29
1418,25/12/2020,DRS 15 São José do Rio Preto,203.0,371.86,54.59,1570421.0,23.68,427.0,449.0,-4.9
1419,25/12/2020,DRS 16 Sorocaba,171.86,241.71,71.1,2461760.0,9.82,398.0,409.0,-2.69
1420,25/12/2020,DRS 17 Taubaté,211.71,410.57,51.56,2489629.0,16.49,525.0,613.0,-14.36
1421,25/12/2020,Estado de São Paulo,4789.29,7785.14,61.52,44639899.0,17.44,9607.0,9919.0,-3.15
1422,26/12/2020,DRS 01 Grande São Paulo,2846.57,4332.14,65.71,21138247.0,20.49,5087.0,5517.0,-7.79
1423,26/12/2020,DRS 02 Araçatuba,54.71,115.86,47.22,764041.0,15.16,127.0,118.0,7.63
1424,26/12/2020,DRS 03 Araraquara,42.57,120.86,35.22,991435.0,12.19,175.0,182.0,-3.85
1425,26/12/2020,DRS 04 Baixada Santista,215.29,404.14,53.27,1831884.0,22.06,305.0,311.0,-1.93
1426,26/12/2020,DRS 05 Barretos,36.14,92.29,39.16,425090.0,21.71,79.0,62.0,27.42
1427,26/12/2020,DRS 06 Bauru,126.57,208.86,60.6,1741281.0,11.99,302.0,268.0,12.69
1428,26/12/2020,DRS 07 Campinas,414.71,647.29,64.07,4562125.0,14.19,708.0,784.0,-9.69
1429,26/12/2020,DRS 08 Franca,25.43,78.86,32.25,696336.0,11.32,49.0,56.0,-12.5
1430,26/12/2020,DRS 09 Marília,103.57,157.29,65.85,1109670.0,14.17,235.0,258.0,-8.91
1431,26/12/2020,DRS 10 Piracicaba,83.43,191.86,43.48,1539600.0,12.46,217.0,209.0,3.83
1432,26/12/2020,DRS 11 Presidente Prudente,73.43,86.0,85.38,752260.0,11.43,174.0,197.0,-11.68
1433,26/12/2020,DRS 12 Registro,31.57,49.14,64.25,278754.0,17.63,48.0,65.0,-26.15
1434,26/12/2020,DRS 13 Ribeirão Preto,79.86,158.0,50.54,1477530.0,10.69,248.0,238.0,4.2
1435,26/12/2020,DRS 14 São João da Boa Vista,44.14,109.0,40.5,809836.0,13.46,124.0,147.0,-15.65
1436,26/12/2020,DRS 15 São José do Rio Preto,203.43,371.71,54.73,1570421.0,23.67,431.0,446.0,-3.36
1437,26/12/2020,DRS 16 Sorocaba,171.57,243.14,70.56,2461760.0,9.88,392.0,409.0,-4.16
1438,26/12/2020,DRS 17 Taubaté,213.29,410.71,51.93,2489629.0,16.5,524.0,598.0,-12.37
1439,26/12/2020,Estado de São Paulo,4766.29,7777.14,61.29,44639899.0,17.42,9225.0,9865.0,-6.49
1440,27/12/2020,DRS 01 Grande São Paulo,2837.14,4321.86,65.65,21138247.0,20.45,4956.0,5459.0,-9.21
1441,27/12/2020,DRS 02 Araçatuba,56.0,116.14,48.22,764041.0,15.2,132.0,125.0,5.6
1442,27/12/2020,DRS 03 Araraquara,44.29,121.0,36.6,991435.0,12.2,172.0,180.0,-4.44
1443,27/12/2020,DRS 04 Baixada Santista,212.14,406.57,52.18,1831884.0,22.19,314.0,303.0,3.63
1444,27/12/2020,DRS 05 Barretos,36.29,92.29,39.32,425090.0,21.71,79.0,65.0,21.54
1445,27/12/2020,DRS 06 Bauru,125.86,208.0,60.51,1741281.0,11.95,295.0,279.0,5.73
1446,27/12/2020,DRS 07 Campinas,416.86,647.71,64.36,4562125.0,14.2,695.0,786.0,-11.58
1447,27/12/2020,DRS 08 Franca,25.86,79.0,32.73,696336.0,11.35,45.0,59.0,-23.73
1448,27/12/2020,DRS 09 Marília,106.57,157.57,67.63,1109670.0,14.2,233.0,257.0,-9.34
1449,27/12/2020,DRS 10 Piracicaba,80.86,190.29,42.49,1539600.0,12.36,226.0,201.0,12.44
1450,27/12/2020,DRS 11 Presidente Prudente,71.86,85.29,84.25,752260.0,11.34,168.0,195.0,-13.85
1451,27/12/2020,DRS 12 Registro,30.57,49.0,62.39,278754.0,17.58,50.0,57.0,-12.28
1452,27/12/2020,DRS 13 Ribeirão Preto,81.29,157.0,51.78,1477530.0,10.63,246.0,244.0,0.82
1453,27/12/2020,DRS 14 São João da Boa Vista,46.0,109.14,42.15,809836.0,13.48,109.0,158.0,-31.01
1454,27/12/2020,DRS 15 São José do Rio Preto,204.43,372.43,54.89,1570421.0,23.72,417.0,459.0,-9.15
1455,27/12/2020,DRS 16 Sorocaba,171.29,245.14,69.87,2461760.0,9.96,382.0,388.0,-1.55
1456,27/12/2020,DRS 17 Taubaté,213.86,411.14,52.02,2489629.0,16.51,513.0,586.0,-12.46
1457,27/12/2020,Estado de São Paulo,4761.14,7769.57,61.28,44639899.0,17.4,9032.0,9801.0,-7.85
1458,28/12/2020,DRS 01 Grande São Paulo,2826.57,4325.29,65.35,21138247.0,20.46,4835.0,5534.0,-12.63
1459,28/12/2020,DRS 02 Araçatuba,59.14,117.14,50.49,764041.0,15.33,143.0,130.0,10.0
1460,28/12/2020,DRS 03 Araraquara,46.14,121.29,38.04,991435.0,12.23,166.0,191.0,-13.09
1461,28/12/2020,DRS 04 Baixada Santista,210.86,405.29,52.03,1831884.0,22.12,303.0,319.0,-5.02
1462,28/12/2020,DRS 05 Barretos,36.29,92.29,39.32,425090.0,21.71,87.0,68.0,27.94
1463,28/12/2020,DRS 06 Bauru,125.0,207.29,60.3,1741281.0,11.9,299.0,273.0,9.52
1464,28/12/2020,DRS 07 Campinas,419.0,646.0,64.86,4562125.0,14.16,708.0,770.0,-8.05
1465,28/12/2020,DRS 08 Franca,27.0,79.14,34.12,696336.0,11.37,48.0,56.0,-14.29
1466,28/12/2020,DRS 09 Marília,108.0,158.0,68.35,1109670.0,14.24,248.0,252.0,-1.59
1467,28/12/2020,DRS 10 Piracicaba,79.57,188.86,42.13,1539600.0,12.27,239.0,198.0,20.71
1468,28/12/2020,DRS 11 Presidente Prudente,69.86,84.57,82.61,752260.0,11.24,158.0,202.0,-21.78
1469,28/12/2020,DRS 12 Registro,29.71,49.0,60.63,278754.0,17.58,55.0,47.0,17.02
1470,28/12/2020,DRS 13 Ribeirão Preto,82.57,156.29,52.83,1477530.0,10.58,240.0,255.0,-5.88
1471,28/12/2020,DRS 14 São João da Boa Vista,47.71,109.71,43.49,809836.0,13.55,101.0,163.0,-38.04
1472,28/12/2020,DRS 15 São José do Rio Preto,206.57,371.86,55.55,1570421.0,23.68,431.0,476.0,-9.45
1473,28/12/2020,DRS 16 Sorocaba,171.71,246.29,69.72,2461760.0,10.0,405.0,367.0,10.35
1474,28/12/2020,DRS 17 Taubaté,216.43,411.86,52.55,2489629.0,16.54,546.0,561.0,-2.67
1475,28/12/2020,Estado de São Paulo,4762.14,7770.14,61.29,44639899.0,17.41,9012.0,9862.0,-8.62
1476,29/12/2020,DRS 01 Grande São Paulo,2821.71,4326.14,65.22,21138247.0,20.47,4768.0,5577.0,-14.51
1477,29/12/2020,DRS 02 Araçatuba,62.14,118.71,52.35,764041.0,15.54,136.0,135.0,0.74
1478,29/12/2020,DRS 03 Araraquara,47.71,121.86,39.15,991435.0,12.29,165.0,194.0,-14.95
1479,29/12/2020,DRS 04 Baixada Santista,205.71,406.29,50.63,1831884.0,22.18,286.0,331.0,-13.6
1480,29/12/2020,DRS 05 Barretos,37.0,92.29,40.09,425090.0,21.71,90.0,63.0,42.86
1481,29/12/2020,DRS 06 Bauru,125.0,206.14,60.64,1741281.0,11.84,309.0,272.0,13.6
1482,29/12/2020,DRS 07 Campinas,425.0,644.14,65.98,4562125.0,14.12,713.0,778.0,-8.35
1483,29/12/2020,DRS 08 Franca,28.43,79.57,35.73,696336.0,11.43,52.0,58.0,-10.34
1484,29/12/2020,DRS 09 Marília,109.14,157.86,69.14,1109670.0,14.23,254.0,249.0,2.01
1485,29/12/2020,DRS 10 Piracicaba,80.14,187.71,42.69,1539600.0,12.19,231.0,208.0,11.06
1486,29/12/2020,DRS 11 Presidente Prudente,67.86,84.29,80.51,752260.0,11.2,167.0,200.0,-16.5
1487,29/12/2020,DRS 12 Registro,29.14,49.0,59.47,278754.0,17.58,54.0,51.0,5.88
1488,29/12/2020,DRS 13 Ribeirão Preto,83.0,155.29,53.45,1477530.0,10.51,242.0,247.0,-2.02
1489,29/12/2020,DRS 14 São João da Boa Vista,48.57,109.71,44.27,809836.0,13.55,96.0,168.0,-42.86
1490,29/12/2020,DRS 15 São José do Rio Preto,208.71,371.43,56.19,1570421.0,23.65,447.0,455.0,-1.76
1491,29/12/2020,DRS 16 Sorocaba,171.71,246.43,69.68,2461760.0,10.01,402.0,369.0,8.94
1492,29/12/2020,DRS 17 Taubaté,220.71,412.43,53.51,2489629.0,16.57,567.0,542.0,4.61
1493,29/12/2020,Estado de São Paulo,4771.71,7769.29,61.42,44639899.0,17.4,8979.0,9897.0,-9.28
1494,30/12/2020,DRS 01 Grande São Paulo,2814.29,4327.43,65.03,21138247.0,20.47,4748.0,5583.0,-14.96
1495,30/12/2020,DRS 02 Araçatuba,65.71,119.0,55.22,764041.0,15.58,137.0,138.0,-0.72
1496,30/12/2020,DRS 03 Araraquara,49.0,122.71,39.93,991435.0,12.38,168.0,195.0,-13.85
1497,30/12/2020,DRS 04 Baixada Santista,201.43,409.14,49.23,1831884.0,22.33,280.0,320.0,-12.5
1498,30/12/2020,DRS 05 Barretos,38.14,92.29,41.33,425090.0,21.71,90.0,71.0,26.76
1499,30/12/2020,DRS 06 Bauru,126.29,206.14,61.26,1741281.0,11.84,337.0,273.0,23.44
1500,30/12/2020,DRS 07 Campinas,428.14,644.71,66.41,4562125.0,14.13,735.0,787.0,-6.61
1501,30/12/2020,DRS 08 Franca,29.14,80.0,36.43,696336.0,11.49,55.0,53.0,3.77
1502,30/12/2020,DRS 09 Marília,109.43,157.71,69.39,1109670.0,14.21,255.0,241.0,5.81
1503,30/12/2020,DRS 10 Piracicaba,82.14,188.71,43.53,1539600.0,12.26,233.0,203.0,14.78
1504,30/12/2020,DRS 11 Presidente Prudente,66.57,83.86,79.38,752260.0,11.15,176.0,199.0,-11.56
1505,30/12/2020,DRS 12 Registro,28.29,49.0,57.73,278754.0,17.58,55.0,51.0,7.84
1506,30/12/2020,DRS 13 Ribeirão Preto,82.86,154.71,53.56,1477530.0,10.47,251.0,247.0,1.62
1507,30/12/2020,DRS 14 São João da Boa Vista,50.71,109.43,46.34,809836.0,13.51,105.0,168.0,-37.5
1508,30/12/2020,DRS 15 São José do Rio Preto,211.29,372.14,56.78,1570421.0,23.7,449.0,455.0,-1.32
1509,30/12/2020,DRS 16 Sorocaba,171.0,247.29,69.15,2461760.0,10.05,410.0,374.0,9.63
1510,30/12/2020,DRS 17 Taubaté,225.14,413.71,54.42,2489629.0,16.62,544.0,539.0,0.93
1511,30/12/2020,Estado de São Paulo,4779.57,7778.0,61.45,44639899.0,17.42,9028.0,9897.0,-8.78
1512,31/12/2020,DRS 01 Grande São Paulo,2820.57,4345.71,64.9,21138247.0,20.56,4819.0,5506.0,-12.48
1513,31/12/2020,DRS 02 Araçatuba,68.43,118.71,57.64,764041.0,15.54,135.0,147.0,-8.16
1514,31/12/2020,DRS 03 Araraquara,50.71,123.86,40.94,991435.0,12.49,180.0,192.0,-6.25
1515,31/12/2020,DRS 04 Baixada Santista,196.43,408.43,48.09,1831884.0,22.3,277.0,316.0,-12.34
1516,31/12/2020,DRS 05 Barretos,38.86,92.29,42.11,425090.0,21.71,97.0,63.0,53.97
1517,31/12/2020,DRS 06 Bauru,125.0,206.43,60.55,1741281.0,11.86,341.0,272.0,25.37
1518,31/12/2020,DRS 07 Campinas,432.57,645.14,67.05,4562125.0,14.14,748.0,781.0,-4.23
1519,31/12/2020,DRS 08 Franca,30.29,79.29,38.2,696336.0,11.39,65.0,51.0,27.45
1520,31/12/2020,DRS 09 Marília,110.29,157.71,69.93,1109670.0,14.21,272.0,238.0,14.29
1521,31/12/2020,DRS 10 Piracicaba,83.57,188.57,44.32,1539600.0,12.25,218.0,214.0,1.87
1522,31/12/2020,DRS 11 Presidente Prudente,65.57,83.71,78.33,752260.0,11.13,182.0,177.0,2.82
1523,31/12/2020,DRS 12 Registro,26.86,49.0,54.82,278754.0,17.58,58.0,48.0,20.83
1524,31/12/2020,DRS 13 Ribeirão Preto,84.43,154.86,54.52,1477530.0,10.48,255.0,246.0,3.66
1525,31/12/2020,DRS 14 São João da Boa Vista,51.57,109.14,47.25,809836.0,13.48,108.0,134.0,-19.4
1526,31/12/2020,DRS 15 São José do Rio Preto,213.86,371.57,57.56,1570421.0,23.66,459.0,441.0,4.08
1527,31/12/2020,DRS 16 Sorocaba,172.71,248.29,69.56,2461760.0,10.09,422.0,388.0,8.76
1528,31/12/2020,DRS 17 Taubaté,232.14,416.57,55.73,2489629.0,16.73,561.0,547.0,2.56
1529,31/12/2020,Estado de São Paulo,4803.86,7799.29,61.59,44639899.0,17.47,9197.0,9761.0,-5.78
1530,01/01/2021,DRS 01 Grande São Paulo,2815.86,4342.29,64.85,21138247.0,20.54,4841.0,5362.0,-9.72
1531,01/01/2021,DRS 02 Araçatuba,70.0,118.71,58.97,764041.0,15.54,140.0,139.0,0.72
1532,01/01/2021,DRS 03 Araraquara,52.71,124.57,42.31,991435.0,12.56,190.0,181.0,4.97
1533,01/01/2021,DRS 04 Baixada Santista,193.0,409.57,47.12,1831884.0,22.36,269.0,310.0,-13.23
1534,01/01/2021,DRS 05 Barretos,40.29,92.29,43.66,425090.0,21.71,98.0,69.0,42.03
1535,01/01/2021,DRS 06 Bauru,124.29,206.71,60.13,1741281.0,11.87,334.0,286.0,16.78
1536,01/01/2021,DRS 07 Campinas,436.14,647.0,67.41,4562125.0,14.18,744.0,780.0,-4.62
1537,01/01/2021,DRS 08 Franca,31.71,80.14,39.57,696336.0,11.51,72.0,48.0,50.0
