mean_fit_time,mean_test_score,std_test_score,mean_train_score,std_train_score
0.005714845657348633,0.8094195979899498,0.03973597377373175,0.8386403544965233,0.009677118386844147
0.006684494018554687,0.8053146501739465,0.039325714653070845,0.8352379154780183,0.00978852793231427
0.005673599243164062,0.8053146501739465,0.039325714653070845,0.8352379154780183,0.00978852793231427
0.005678796768188476,0.8053146501739465,0.039325714653070845,0.8352379154780183,0.00978852793231427
0.005649566650390625,0.8003076923076924,0.03844264561142757,0.8286378432844408,0.013054280634949808
0.008699512481689453,0.799085620409741,0.040630524725816984,0.8206654114828806,0.00736253524812845
0.008825349807739257,0.799085620409741,0.040630524725816984,0.8206654114828806,0.00736253524812845
0.008313179016113281,0.7948562040974101,0.04087784906531002,0.8096841428448371,0.008678106363895257
0.00830378532409668,0.7948562040974101,0.04087784906531002,0.8096841428448371,0.008678106363895257
0.0054893970489501955,0.7935034789331272,0.036878735732409185,0.8175007866011423,0.013024198888096155
0.008343124389648437,0.791650367220719,0.03740262618752337,0.8493183262623681,0.008695862573228422
0.00827631950378418,0.791650367220719,0.03740262618752337,0.8493183262623681,0.008695862573228422
0.009973669052124023,0.791650367220719,0.03740262618752337,0.8493183262623681,0.008695862573228422
0.008085966110229492,0.7911294936219558,0.04165629406803682,0.7998304313542111,0.008538961195212882
0.012878847122192384,0.7911294936219558,0.04165629406803682,0.7998304313542111,0.008538961195212882
0.008916950225830078,0.7879793196752997,0.04084609809479135,0.8541988364817887,0.008293009034097973
0.00937190055847168,0.7879793196752997,0.04084609809479135,0.8541988364817887,0.008293009034097973
0.016776895523071288,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.018579435348510743,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.01881089210510254,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.016852092742919923,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.016951847076416015,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.016845893859863282,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.01910123825073242,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.01688556671142578,0.7868621955933514,0.037853449503341685,0.8609994195800466,0.008185246341993083
0.00552525520324707,0.7856364514882103,0.028287316099098903,0.832587543157499,0.008900181086352637
0.010445499420166015,0.7853318515655199,0.04013326486093355,0.8547944184134157,0.01241678726756203
0.010449790954589843,0.7853318515655199,0.04013326486093355,0.8547944184134157,0.01241678726756203
0.011073064804077149,0.7853318515655199,0.04013326486093355,0.8547944184134157,0.01241678726756203
0.010469627380371094,0.7853318515655199,0.04013326486093355,0.8547944184134157,0.01241678726756203
0.009029388427734375,0.7843519520680324,0.0428851006383956,0.8561767100672641,0.008230452421719528
0.009151363372802734,0.7843519520680324,0.0428851006383956,0.8561767100672641,0.008230452421719528
0.006724309921264648,0.7820185543100117,0.024524942627643664,0.8375783464389286,0.010035645198038472
0.0067676067352294925,0.7820185543100117,0.024524942627643664,0.8375783464389286,0.010035645198038472
0.006535100936889649,0.7815966370313104,0.014990593877946677,0.8370303345733159,0.011760159658146347
0.00657806396484375,0.7815966370313104,0.014990593877946677,0.8370303345733159,0.011760159658146347
0.010016298294067383,0.7785500579822189,0.03655960239901126,0.8576775619369981,0.007829810695185378
0.010010337829589844,0.7785500579822189,0.03655960239901126,0.8576775619369981,0.007829810695185378
0.010190916061401368,0.7785500579822189,0.03655960239901126,0.8576775619369981,0.007829810695185378
0.010022211074829101,0.7785500579822189,0.03655960239901126,0.8576775619369981,0.007829810695185378
0.011601734161376952,0.7785500579822189,0.03655960239901126,0.8576775619369981,0.007829810695185378
0.012479496002197266,0.7703662543486665,0.05173971478695685,0.8050564941283603,0.02179040054346532
0.005528974533081055,0.7646068805566293,0.0363310090593882,0.7936651794838014,0.015404566207251114
0.01781458854675293,0.7577002319288753,0.0269061425126169,0.8043670539108916,0.024553633637220715
0.01806802749633789,0.7577002319288753,0.0269061425126169,0.8043670539108916,0.024553633637220715
0.02385101318359375,0.7481492075763432,0.09129208227572348,0.7809516178768863,0.022791205302837035
0.02112607955932617,0.7481492075763432,0.09129208227572348,0.7809516178768863,0.022791205302837035
0.024393844604492187,0.7481492075763432,0.09129208227572348,0.7809516178768863,0.022791205302837035
0.021132659912109376,0.7481492075763432,0.09129208227572348,0.7809516178768863,0.022791205302837035
0.023513936996459962,0.7184016235021259,0.06023615736276455,0.7837055814659398,0.0652596154332795
