mean_fit_time,mean_test_score,std_test_score,mean_train_score,std_train_score
0.032454395294189455,0.8074016235021262,0.036190918787585936,0.8429081723998066,0.008357847680598203
0.04879746437072754,0.8070910320834944,0.03554861032438212,0.8456370570452318,0.008372416752714995
0.025697994232177734,0.8057340548898339,0.03536945125143683,0.8512032675073649,0.008649870976429294
0.05336208343505859,0.8057340548898339,0.03536945125143683,0.8511888112984878,0.008647009478147484
0.04794774055480957,0.8055388480865868,0.0356153854177477,0.8524773864236022,0.00876275231077955
0.04855537414550781,0.8048409354464632,0.036084794144269475,0.8536310540238146,0.008780914817121614
0.03591036796569824,0.804414959412447,0.03607340254683288,0.8546763558554613,0.008755388957085561
0.03098268508911133,0.8037040974101275,0.038660662400412125,0.8354608089251723,0.007653579613491597
0.04250812530517578,0.8035844607653653,0.036504658587438656,0.8438475062692834,0.0074205533277450515
0.0334287166595459,0.8033355237727097,0.03625973935597982,0.8554663380555944,0.008707628795793981
0.02734994888305664,0.8032441051410901,0.039744057612988784,0.8297835453416443,0.008146117785041528
0.011030006408691406,0.8031642829532277,0.03893016096362867,0.8321511906511248,0.008075230419459853
0.02148900032043457,0.803045805952841,0.039083902889363704,0.8340442874539772,0.007962929703642393
0.009163379669189453,0.8029677232315423,0.03939025167230064,0.8359542835137329,0.007935141377958733
0.022770404815673828,0.8029675299574797,0.03934140118339806,0.8358603106157615,0.007960330210206767
0.008280277252197266,0.8028620023192887,0.03967644737997427,0.8259441898044427,0.00818605220515637
0.009082698822021484,0.8026580981832238,0.03942850466818169,0.8373560381168575,0.007841566382063174
0.029633855819702147,0.8026196366447623,0.03935362625176978,0.8373463926013166,0.007863224757465759
0.03306770324707031,0.8025796289137996,0.03581131265813098,0.8469931236341551,0.007353863546579892
0.04865713119506836,0.8024253962118284,0.03586741158724454,0.8455311705179962,0.007293660534374068
0.05194416046142578,0.8019994201778122,0.03615295684044703,0.8482022092151531,0.007326373013987667
0.03467459678649902,0.8017500966370313,0.03699569704298887,0.8569308216869314,0.008741154403266307
0.026065254211425783,0.8016524932354079,0.03902816142120183,0.8400053547993407,0.008068212144678944
0.010369348526000976,0.80107228449942,0.0385936472280725,0.8421513342178978,0.008057867858635917
0.02219500541687012,0.8008395825280246,0.03963521587403874,0.83906787282059,0.009418000499210292
0.03334808349609375,0.8007232315423269,0.03813427171375651,0.8427341580098316,0.008043623709564953
0.010459804534912109,0.8005666795516042,0.04000957468268495,0.8422231507815461,0.009320023862703093
0.05523052215576172,0.8005129493621956,0.037860217497835066,0.8586626381106324,0.008774245650193918
0.014624357223510742,0.8002989949748744,0.03756742901235853,0.8436734979115258,0.008043833127425737
0.011264514923095704,0.8002989949748744,0.03756742901235853,0.8436734979115258,0.008043833127425737
0.013910961151123048,0.8002211055276381,0.03786652866918923,0.8435000626144161,0.008118664838931176
0.026341056823730467,0.8001049478160033,0.037299139806705545,0.8441527364671428,0.008171593336089467
0.02371354103088379,0.7998411287205257,0.04019037393904792,0.8355755718602369,0.009414167909158265
0.012194156646728516,0.7997551217626595,0.04060191276713546,0.8444197344714439,0.009344169975035637
0.007566642761230469,0.7995206803247006,0.040017541550853526,0.8124778014401557,0.008200292128033937
0.0628847599029541,0.7992763819095476,0.03876584644174061,0.860016201329356,0.008812388761476735
0.010334348678588868,0.7990216466950135,0.037044458369737805,0.847907782718566,0.00813358234311707
0.009445524215698243,0.7989025898724391,0.04089951686379349,0.8462429781973949,0.009491036022946526
0.011190652847290039,0.7983652879783534,0.03712131238796766,0.8476837341017897,0.008185272428271292
0.032710933685302736,0.7983511789717821,0.03875082038496862,0.8604136369855031,0.00883504640401619
0.026752710342407227,0.797860842674913,0.04110437533222012,0.845828610107149,0.009665202880035174
0.01879262924194336,0.7978221878623889,0.041120100046860675,0.8458310169618712,0.009652239907356234
0.01918177604675293,0.7964733281793585,0.041189540921206615,0.8112879706969359,0.008111306576088733
0.018994998931884766,0.7964733281793585,0.041189540921206615,0.8112879706969359,0.008111306576088733
0.014391136169433594,0.7954999999999999,0.041949526363265044,0.8512743089310838,0.009902669981122016
0.02325434684753418,0.7954999999999999,0.041949526363265044,0.8512719020763615,0.009901979348601727
0.011916637420654297,0.7951913413219944,0.041956547569274104,0.8521702771900387,0.009988590878600469
0.013010597229003907,0.7931797448782374,0.04278668590313985,0.8580933083889082,0.00960916100524699
0.030809640884399414,0.7927968689601855,0.042691407270149584,0.8558193343665315,0.009829507013672967
0.011978244781494141,0.7919831851565521,0.04387809252395543,0.8581823620136314,0.009619066310055656
